RegionSet,Region,Metric,Weighting,Period,SlopePerDecade,SE,phi,pValue,nStar,StartFit,EndFit,nYears
areacode,"EastAsia",AnnualMean,pop,1990-2022,3.64969057749778,0.583526847106691,0.611925952152935,3.98695526716342e-10,9.40877363737325,33.251359118769,44.9303689667619,33
areacode,"EastAsia",OSDMA8,area,1990-2022,3.25645844476943,0.410312993231156,0.439472872087586,2.07928082522775e-15,8.02742597035453,38.6455152297835,49.0661822530457,33
areacode,"EastAsia",OSDMA8,pop,1990-2022,5.42573265754435,0.62771151561851,0.52462807833486,5.44345197273728e-18,7.5834057415991,38.039410334844,55.4017548389859,33
GBD,"Asia Pacific, High Income",AnnualMean,area,1990-2022,0.784488602424788,0.79151522624303,0.66489958862546,0.321625735092721,32.1300632116253,37.2446051348111,39.7549686625705,33
GBD,"Asia Pacific, High Income",AnnualMean,pop,1990-2022,1.43288310844871,0.523373107658094,0.557301764144186,0.0061854475811231,16.3203793803312,36.1401649916934,40.7253909387292,33
GBD,"Asia Pacific, High Income",OSDMA8,area,1990-2022,0.282418934965374,0.992172371955851,0.659069979566783,0.775914563921176,73.8117273246334,44.9492577366199,45.8529983285091,33
GBD,"Asia Pacific, High Income",OSDMA8,pop,1990-2022,1.27276028550197,0.627761919396326,0.491060294934714,0.0426156997231519,19.9386335253157,44.0688081409689,48.1416410545752,33
GBD,"Asia, Central",AnnualMean,area,1990-2022,1.38239656538416,1.46622279489521,0.554583215141639,0.345768657018491,33.2180935326794,31.5961696231596,36.0198386323889,33
GBD,"Asia, Central",AnnualMean,pop,1990-2022,1.18541646334714,2.11185814184699,0.610065554990284,0.574583201626191,46.9381189822909,33.5132326127062,37.306565295417,33
GBD,"Asia, Central",OSDMA8,area,1990-2022,1.71025880633464,1.48714599642973,0.496961177885826,0.250132541101993,29.0976335577062,37.9050993905481,43.3779275708189,33
GBD,"Asia, Central",OSDMA8,pop,1990-2022,1.17578887497974,1.91225432232806,0.486383638495373,0.538640210309815,44.1713520314015,41.1350578009008,44.897582200836,33
GBD,"Asia, East",AnnualMean,area,1990-2022,3.87984598562575,0.519370390123226,0.523554282971144,8.00199687026832e-14,8.35804983796953,32.5148375185133,44.9303446725157,33
GBD,"Asia, East",AnnualMean,pop,1990-2022,3.9291265069999,0.610093029048627,0.602471992165849,1.19309237708935e-10,9.2270567154192,32.9623991963255,45.5356040187252,33
GBD,"Asia, East",OSDMA8,area,1990-2022,5.20281272608388,0.355349347558727,0.230537275352324,1.52882385997102e-48,5.33672357908397,36.8815493679145,53.5305500913829,33
GBD,"Asia, East",OSDMA8,pop,1990-2022,5.98618752040461,0.656644281700664,0.508197791190005,7.77096643851535e-20,7.31896588073251,37.3657475238274,56.5215475891223,33
GBD,"Asia, South",AnnualMean,area,1990-2022,2.10140705245894,0.769397233007699,0.225942483529508,0.00630968645080925,16.3464498379336,35.5686389278376,42.2931414957062,33
GBD,"Asia, South",AnnualMean,pop,1990-2022,2.4880257959897,0.674494248165845,0.163548620144431,0.00022537803517957,13.3786431767761,35.8979077205097,43.8595902676767,33
GBD,"Asia, South",OSDMA8,area,1990-2022,2.66121992504161,0.630495012462644,0.0258531078818972,2.43391327834171e-05,12.2291728178251,41.3202343473516,49.8361381074848,33
GBD,"Asia, South",OSDMA8,pop,1990-2022,3.2460045298587,0.588875528717736,-0.0362579169764138,3.54359341520533e-08,10.235586827716,41.1969228762002,51.5841373717481,33
GBD,"Asia, Southeast",AnnualMean,area,1990-2022,0.369908674419023,0.664436594559463,0.22614844415442,0.577715115983278,47.1957083049662,26.1446935558217,27.3284013139626,33
GBD,"Asia, Southeast",AnnualMean,pop,1990-2022,1.22283351027863,0.582695993692761,0.27633601536525,0.0358540390703449,19.4855629213635,26.6576104953283,30.5706777282199,33
GBD,"Asia, Southeast",OSDMA8,area,1990-2022,0.360048456724419,0.726750273055073,0.330911722709713,0.620301896554378,51.0128189201632,30.0798734964226,31.2320285579408,33
GBD,"Asia, Southeast",OSDMA8,pop,1990-2022,1.48980098884317,0.55768644979665,0.317969256840372,0.00755366218172173,16.5896686761348,30.1526173697843,34.9199805340825,33
GBD,"Australasia",AnnualMean,area,1990-2022,-1.29649867753158,0.600439533078402,0.502213128083604,0.0308308265242593,19.1188290479699,28.8805111522352,24.7317153841342,33
GBD,"Australasia",AnnualMean,pop,1990-2022,-0.973041693983607,0.52634269206621,0.522045928249119,0.0645033508776064,21.2041688909999,29.0104832648728,25.8967498441253,33
GBD,"Australasia",OSDMA8,area,1990-2022,-1.44471818098577,0.666066525854066,0.38964489441012,0.030080417268518,19.0613125655382,32.0665693750658,27.4434711959113,33
GBD,"Australasia",OSDMA8,pop,1990-2022,-1.18116832045067,0.497840802559768,0.388477157387974,0.0176642231410002,17.9548709535356,32.3072845956465,28.5275459702044,33
GBD,"Caribbean",AnnualMean,area,1990-2022,-1.37347136605615,0.473434630572723,0.403609509379719,0.00371879857229929,15.7020647787296,31.536035434063,27.1409270626833,33
GBD,"Caribbean",AnnualMean,pop,1990-2022,-1.10486190976444,0.587932346830349,0.337598347451322,0.0602126758331372,20.9737486234433,33.7528160448751,30.2172579336289,33
